fecha,P_mm,ETP_mm,T_min_C,T_max_C,Q_m3s,Q_mm
2003-04-04,1.665,9.4,18.55,24.98,6.8,1.3149
2003-04-05,0.0,10.446,17.47,25.31,6.3,1.2182
2003-04-06,0.0,11.449,18.09,26.88,7.3,1.4116
2003-04-07,0.0,12.353,17.27,27.31,8.5,1.6436
2003-04-08,4.551,9.802,18.27,25.23,7.3,1.4116
2003-04-09,25.741,6.665,18.25,22.02,24.2,4.6795
2003-04-10,0.922,8.626,17.17,23.14,16.4,3.1712
2003-04-11,1.189,11.306,17.25,26.16,21.5,4.1574
2003-04-12,1.722,7.887,18.33,23.3,15.1,2.9198
2003-04-13,0.0,8.098,17.58,22.92,16.5,3.1905
2003-04-14,0.0,8.708,17.09,23.2,71.2,13.7677
2003-04-15,0.954,8.74,17.94,23.91,17.5,3.3839
2003-04-16,19.787,10.201,17.59,25.23,27.2,5.2596
2003-04-17,45.073,8.712,17.22,23.33,194.8,37.6678
2003-04-18,0.0,11.005,16.75,25.55,33.5,6.4778
2003-04-19,30.494,6.557,17.48,21.33,139.4,26.9553
2003-04-20,16.092,10.455,17.36,25.39,35.7,6.9032
2003-04-21,32.81,7.706,17.44,22.47,26.7,5.1629
2003-04-22,3.149,8.227,17.48,23.08,75.6,14.6185
2003-04-23,0.0,9.231,16.91,23.73,35.2,6.8065
2003-04-24,0.43,9.633,17.53,24.66,27.3,5.2789
2003-04-25,17.792,9.946,17.19,24.77,22.8,4.4088
2003-04-26,0.658,9.876,17.59,25.0,15.9,3.0745
2003-04-27,6.907,9.387,17.61,24.48,18.2,3.5193
2003-04-28,0.0,11.208,17.33,26.34,13.4,2.5911
2003-04-29,0.0,9.066,17.61,24.16,10.7,2.069
2003-04-30,6.907,10.066,17.2,24.98,12.4,2.3977
2003-05-01,0.0,10.111,18.61,26.09,10.1,1.953
2003-05-02,0.0,10.911,17.83,26.44,8.6,1.663
2003-05-03,0.441,8.645,17.17,23.42,7.9,1.5276
2003-05-04,3.909,9.944,18.08,25.56,13.0,2.5138
2003-05-05,15.439,9.332,17.7,24.61,10.5,2.0303
2003-05-06,0.0,9.76,17.98,25.31,8.9,1.721
2003-05-07,0.516,8.485,17.78,23.77,8.2,1.5856
2003-05-08,1.329,10.046,17.48,25.3,7.6,1.4696
2003-05-09,15.161,8.316,17.41,23.36,9.7,1.8757
2003-05-10,0.549,10.81,17.02,25.88,14.0,2.7071
2003-05-11,0.0,8.184,17.52,23.28,9.2,1.779
2003-05-12,0.0,9.711,18.06,25.42,5.0,0.9668
2003-05-13,1.473,8.563,17.19,23.47,8.1,1.5663
2003-05-14,0.0,9.691,17.81,25.23,16.6,3.2099
2003-05-15,0.0,9.556,17.56,24.91,14.5,2.8038
2003-05-16,0.0,8.739,17.88,24.25,9.0,1.7403
2003-05-17,0.0,10.404,18.22,26.41,8.2,1.5856
2003-05-18,0.0,8.758,19.05,25.19,7.2,1.3922
2003-05-19,1.929,8.84,16.91,23.66,11.4,2.2044
2003-05-20,1.942,9.946,17.16,25.14,9.4,1.8176
2003-05-21,0.448,11.422,17.58,27.19,8.7,1.6823
2003-05-22,6.174,9.656,17.33,24.95,14.7,2.8425
2003-05-23,7.096,10.002,17.69,25.64,8.6,1.663
2003-05-24,0.0,9.697,18.16,25.64,10.2,1.9723
2003-05-25,6.646,8.61,17.14,23.64,8.2,1.5856
2003-05-26,2.291,9.014,17.89,24.69,7.5,1.4502
2003-05-27,0.0,8.707,16.67,23.42,13.7,2.6491
2003-05-28,0.0,9.031,17.23,24.23,8.7,1.6823
2003-05-29,0.0,10.36,18.38,26.64,7.5,1.4502
2003-05-30,23.465,8.758,18.16,24.64,6.3,1.2182
2003-05-31,0.0,8.818,17.98,24.59,5.9,1.1409
2003-06-01,0.0,9.787,17.88,25.64,7.4,1.4309
2003-06-02,0.0,9.758,16.69,24.75,7.4,1.4309
2003-06-03,0.691,9.402,16.52,24.2,26.1,5.0469
2003-06-04,0.989,8.108,16.42,22.61,30.3,5.859
2003-06-05,27.166,7.552,18.02,23.23,22.1,4.2734
2003-06-06,5.929,9.275,16.36,23.97,28.1,5.4336
2003-06-07,0.0,7.105,16.7,21.7,17.9,3.4613
2003-06-08,6.298,6.625,16.97,21.39,9.9,1.9143
2003-06-09,0.0,10.222,16.47,25.22,8.1,1.5663
2003-06-10,0.0,10.184,16.94,25.52,7.1,1.3729
2003-06-11,0.0,8.517,16.69,23.34,6.2,1.1989
2003-06-12,9.371,8.921,15.78,23.16,11.4,2.2044
2003-06-13,13.109,7.498,16.09,21.7,8.7,1.6823
2003-06-14,9.72,7.12,16.05,21.23,8.2,1.5856
2003-06-15,3.721,7.675,15.59,21.53,30.7,5.9364
2003-06-16,2.799,9.886,16.83,25.11,29.4,5.685
2003-06-17,8.588,7.341,16.12,21.56,18.0,3.4806
2003-06-18,0.0,6.918,16.33,21.23,14.5,2.8038
2003-06-19,1.573,7.054,15.88,21.03,13.4,2.5911
2003-06-20,2.322,9.069,16.55,23.94,13.9,2.6878
2003-06-21,0.0,10.104,15.12,24.19,9.4,1.8176
2003-06-22,9.271,8.722,16.44,23.44,8.3,1.6049
2003-06-23,0.515,8.266,16.59,23.02,8.0,1.5469
2003-06-24,0.0,9.407,15.75,23.77,7.8,1.5083
2003-06-25,2.893,7.869,16.27,22.3,6.8,1.3149
2003-06-26,0.0,9.033,16.86,24.12,6.0,1.1602
2003-06-27,10.794,9.302,14.95,23.06,6.3,1.2182
2003-06-28,0.0,8.626,16.66,23.48,8.3,1.6049
2003-06-29,0.0,8.62,16.67,23.48,7.6,1.4696
2003-06-30,0.0,8.917,16.22,23.5,7.1,1.3729
2003-07-01,0.0,9.478,16.28,24.22,7.1,1.3729
2003-07-02,0.0,10.568,16.59,25.78,7.5,1.4502
2003-07-03,0.0,9.571,16.45,24.45,7.5,1.4502
2003-07-04,0.0,8.088,17.25,23.28,5.7,1.1022
2003-07-05,0.0,9.756,16.59,24.77,9.7,1.8757
2003-07-06,0.0,10.087,16.42,25.03,7.3,1.4116
2003-07-07,4.966,8.9,16.28,23.48,5.9,1.1409
2003-07-08,3.569,7.588,16.66,22.22,5.4,1.0442
2003-07-09,7.735,7.921,16.41,22.41,5.5,1.0635
2003-07-10,2.367,9.26,16.3,23.91,7.0,1.3536
2003-07-11,8.534,8.257,16.62,22.95,5.5,1.0635
2003-07-12,12.335,8.745,17.41,24.11,5.4,1.0442
2003-07-13,0.0,9.533,16.56,24.41,7.0,1.3536
2003-07-14,0.0,10.466,15.12,24.52,6.0,1.1602
2003-07-15,0.0,9.608,16.98,24.78,5.5,1.0635
2003-07-16,0.0,10.103,15.92,24.61,4.9,0.9475
2003-07-17,0.563,8.244,17.08,23.23,4.3,0.8315
2003-07-18,0.0,9.738,16.33,24.44,4.1,0.7928
2003-07-19,0.0,9.502,16.36,24.16,4.1,0.7928
2003-07-20,0.0,9.904,16.36,24.62,4.1,0.7928
2003-07-21,0.0,9.546,15.94,23.89,4.0,0.7735
2003-07-22,0.23,8.908,17.02,23.91,4.0,0.7735
2003-07-23,0.0,7.856,17.31,22.92,4.6,0.8895
2003-07-24,4.439,9.804,17.44,25.23,4.3,0.8315
2003-07-25,0.0,8.989,18.47,25.06,4.1,0.7928
2003-07-26,0.0,7.932,17.41,23.05,4.0,0.7735
2003-07-27,0.0,9.726,17.12,24.88,3.9,0.7541
2003-07-28,0.0,10.445,16.8,25.47,4.1,0.7928
2003-07-29,0.0,10.582,17.48,26.11,3.9,0.7541
2003-07-30,0.0,8.186,18.5,24.14,3.7,0.7155
2003-07-31,0.0,8.712,17.19,23.7,3.6,0.6961
2003-08-01,0.0,10.766,17.3,26.14,9.4,1.8176
2003-08-02,1.2,8.726,16.67,23.3,13.5,2.6104
2003-08-03,0.758,7.116,16.42,21.28,9.8,1.895
2003-08-04,0.0,11.144,15.91,25.56,8.5,1.6436
2003-08-05,1.154,11.028,17.38,26.44,7.0,1.3536
2003-08-06,0.0,12.489,16.09,27.27,7.2,1.3922
2003-08-07,10.39,10.601,17.0,25.64,6.0,1.1602
2003-08-08,0.0,9.995,16.77,24.75,5.8,1.1215
2003-08-09,0.0,8.62,16.64,23.06,5.0,0.9668
2003-08-10,0.681,10.969,16.84,25.92,4.7,0.9088
2003-08-11,0.944,12.289,15.42,26.48,4.8,0.9282
2003-08-12,0.0,11.434,16.8,26.39,4.5,0.8701
2003-08-13,0.0,10.091,17.78,25.53,4.0,0.7735
2003-08-14,2.057,9.14,18.44,24.95,3.8,0.7348
2003-08-15,0.0,11.187,17.16,26.31,3.7,0.7155
2003-08-16,0.0,11.135,15.98,25.41,3.7,0.7155
2003-08-17,0.0,11.005,17.22,26.11,3.9,0.7541
2003-08-18,0.0,11.893,17.45,27.28,3.5,0.6768
2003-08-19,0.0,12.051,18.02,27.84,3.3,0.6381
2003-08-20,0.0,11.05,17.25,26.14,3.3,0.6381
2003-08-21,0.519,10.457,17.98,25.98,3.3,0.6381
2003-08-22,10.839,9.329,17.09,24.05,3.7,0.7155
2003-08-23,0.0,11.257,16.53,25.83,5.0,0.9668
2003-08-24,0.0,10.142,16.81,24.73,4.5,0.8701
2003-08-25,4.394,11.118,18.08,26.75,3.8,0.7348
2003-08-26,1.188,9.054,18.16,24.52,4.0,0.7735
2003-08-27,0.0,10.244,17.5,25.33,3.7,0.7155
2003-08-28,0.0,9.826,18.39,25.52,3.2,0.6188
2003-08-29,0.0,10.434,17.33,25.41,3.2,0.6188
2003-08-30,0.0,11.385,16.78,26.08,3.1,0.5994
2003-08-31,0.0,10.793,17.14,25.64,3.0,0.5801
2003-09-01,0.0,10.98,17.98,26.45,3.0,0.5801
2003-09-02,0.0,11.794,17.12,26.75,3.0,0.5801
2003-09-03,0.0,12.438,17.05,27.42,2.9,0.5608
2003-09-04,0.0,11.823,18.09,27.45,2.9,0.5608
2003-09-05,0.0,10.565,18.8,26.56,2.9,0.5608
2003-09-06,0.0,10.646,18.45,26.39,2.9,0.5608
2003-09-07,21.692,8.982,16.59,23.16,3.1,0.5994
2003-09-08,1.96,10.233,17.48,25.2,3.8,0.7348
2003-09-09,9.069,7.794,16.58,21.84,4.6,0.8895
2003-09-10,0.0,10.804,16.94,25.44,5.1,0.9862
2003-09-11,10.331,10.191,17.3,25.02,4.2,0.8121
2003-09-12,0.0,11.67,16.86,26.36,4.4,0.8508
2003-09-13,0.0,10.116,18.3,25.67,3.7,0.7155
2003-09-14,0.0,10.94,17.58,26.05,3.5,0.6768
2003-09-15,0.0,11.491,16.73,26.06,3.9,0.7541
2003-09-16,0.0,11.248,17.75,26.52,3.4,0.6574
2003-09-17,0.0,10.405,17.08,25.08,3.1,0.5994
2003-09-18,0.0,10.334,17.12,25.03,3.2,0.6188
2003-09-19,2.408,11.097,17.56,26.2,3.3,0.6381
2003-09-20,10.04,10.609,17.58,25.67,4.0,0.7735
2003-09-21,0.0,9.176,17.92,24.36,3.6,0.6961
2003-09-22,0.824,9.512,17.64,24.52,3.5,0.6768
2003-09-23,1.346,8.692,17.64,23.64,3.9,0.7541
2003-09-24,0.0,11.678,15.98,25.77,5.1,0.9862
2003-09-25,0.257,10.887,16.62,25.31,4.1,0.7928
2003-09-26,0.402,7.631,17.52,22.42,3.7,0.7155
2003-09-27,8.468,9.269,17.25,23.97,3.5,0.6768
2003-09-28,9.871,8.478,17.42,23.25,9.2,1.779
2003-09-29,6.875,8.292,17.31,22.97,8.3,1.6049
2003-09-30,16.937,7.818,17.09,22.3,10.8,2.0884
2003-10-01,0.0,8.566,18.06,23.86,10.1,1.953
2003-10-02,0.0,11.824,16.59,26.42,7.7,1.4889
2003-10-03,1.999,10.622,16.31,24.84,6.7,1.2956
2003-10-04,2.639,10.388,17.64,25.55,5.0,0.9668
2003-10-05,18.976,10.125,17.16,24.91,8.1,1.5663
2003-10-06,16.785,8.269,17.27,22.95,8.6,1.663
2003-10-07,10.69,7.299,17.52,22.14,11.6,2.2431
2003-10-08,4.661,6.067,17.08,20.55,16.0,3.0939
2003-10-09,13.991,7.311,17.31,22.0,32.2,6.2264
2003-10-10,30.788,7.69,17.0,22.16,29.5,5.7043
2003-10-11,4.153,9.458,16.8,23.95,19.4,3.7513
2003-10-12,2.368,10.613,17.3,25.64,17.7,3.4226
2003-10-13,0.0,8.627,17.98,23.97,21.0,4.0607
2003-10-14,7.65,7.679,18.25,23.19,14.8,2.8618
2003-10-15,0.0,9.412,17.42,24.42,19.3,3.732
2003-10-16,15.81,8.934,16.11,22.91,13.3,2.5718
2003-10-17,0.0,9.796,16.89,24.48,18.7,3.616
2003-10-18,0.0,9.698,17.67,24.97,17.1,3.3066
2003-10-19,9.968,10.739,17.8,26.25,22.7,4.3894
2003-10-20,0.0,9.249,17.33,24.23,13.6,2.6298
2003-10-21,8.458,8.596,16.8,23.11,10.9,2.1077
2003-10-22,0.0,8.712,16.5,23.03,11.7,2.2624
2003-10-23,0.0,11.406,16.16,25.94,9.9,1.9143
2003-10-24,1.218,11.208,15.91,25.55,7.0,1.3536
2003-10-25,0.0,10.632,15.72,24.75,6.4,1.2375
2003-10-26,5.715,7.528,17.97,22.94,9.7,1.8757
2003-10-27,11.717,7.788,17.22,22.62,29.7,5.743
2003-10-28,0.0,8.227,17.33,23.2,154.7,29.9138
2003-10-29,53.046,6.616,16.95,21.17,188.8,36.5076
2003-10-30,22.1,7.973,16.67,22.44,68.1,13.1683
2003-10-31,47.518,5.517,17.08,20.19,113.2,21.8891
2003-11-01,0.601,8.175,16.84,22.83,30.9,5.975
2003-11-02,0.0,10.287,15.95,24.66,22.0,4.2541
2003-11-03,32.239,6.616,16.69,21.02,38.7,7.4833
2003-11-04,0.47,9.09,16.67,23.8,24.0,4.6408
2003-11-05,0.0,10.451,15.5,24.59,17.5,3.3839
2003-11-06,2.598,9.672,16.22,24.19,16.9,3.2679
2003-11-07,6.199,8.841,16.66,23.55,14.0,2.7071
2003-11-08,16.906,6.922,16.97,21.64,16.9,3.2679
2003-11-09,0.0,9.053,16.22,23.5,15.3,2.9585
2003-11-10,23.026,7.142,17.78,22.55,50.5,9.765
2003-11-11,4.667,7.944,17.47,23.2,24.3,4.6988
2003-11-12,0.0,7.634,16.59,22.17,26.9,5.2016
2003-11-13,0.0,8.442,17.25,23.62,23.6,4.5634
2003-11-14,5.79,7.878,18.38,23.88,18.4,3.5579
2003-11-15,13.049,8.504,17.55,23.95,17.0,3.2872
2003-11-16,0.0,8.518,17.27,23.77,14.0,2.7071
2003-11-17,0.0,8.045,16.92,22.97,12.4,2.3977
2003-11-18,13.22,8.776,17.31,24.14,10.5,2.0303
2003-11-19,24.694,8.957,17.38,24.41,18.2,3.5193
2003-11-20,13.922,8.708,17.52,24.23,24.6,4.7568
2003-11-21,10.406,8.435,16.95,23.5,24.7,4.7762
2003-11-22,43.118,5.058,16.86,19.72,60.5,11.6987
2003-11-23,0.0,7.735,17.28,22.97,126.9,24.5382
2003-11-24,22.084,8.377,17.16,23.62,43.1,8.3341
2003-11-25,3.741,7.666,16.94,22.64,39.5,7.638
2003-11-26,0.0,8.808,16.98,24.03,26.4,5.1049
2003-11-27,8.427,7.973,17.56,23.5,26.2,5.0662
2003-11-28,29.866,8.441,18.14,24.5,18.7,3.616
2003-11-29,21.285,6.573,17.52,21.91,17.0,3.2872
2003-11-30,1.66,8.016,17.28,23.36,23.7,4.5828
2003-12-01,10.459,8.792,16.27,23.53,79.6,15.392
2003-12-02,45.285,6.335,17.45,21.61,318.5,61.5872
2003-12-03,56.993,7.971,17.52,23.52,44.1,8.5275
2003-12-04,8.865,8.444,17.78,24.28,34.1,6.5938
2003-12-05,4.82,8.263,17.11,23.56,97.3,18.8146
2003-12-06,20.717,7.374,17.3,22.67,76.3,14.7539
2003-12-07,1.245,8.48,16.45,23.34,36.6,7.0772
2003-12-08,0.0,9.518,15.84,24.19,24.9,4.8148
2003-12-09,0.0,8.535,17.14,23.94,18.4,3.5579
2003-12-10,0.493,8.683,17.66,24.52,17.1,3.3066
2003-12-11,0.966,8.119,17.67,23.88,14.5,2.8038
2003-12-12,0.0,7.079,17.7,22.69,11.8,2.2817
2003-12-13,0.0,8.147,16.98,23.38,17.0,3.2872
2003-12-14,6.952,7.339,17.14,22.55,18.7,3.616
2003-12-15,2.735,7.112,17.45,22.53,10.6,2.0497
2003-12-16,0.0,9.833,16.44,25.05,9.7,1.8757
2003-12-17,0.0,10.289,15.38,24.88,8.8,1.7016
2003-12-18,0.0,8.472,16.53,23.44,9.4,1.8176
2003-12-19,2.307,7.448,18.75,23.95,8.8,1.7016
2003-12-20,0.0,8.638,18.34,25.0,8.3,1.6049
2003-12-21,0.0,7.979,18.16,24.11,7.9,1.5276
2003-12-22,0.0,9.41,17.89,25.59,8.0,1.5469
2003-12-23,0.0,7.999,17.75,23.8,7.6,1.4696
2003-12-24,0.0,10.778,15.64,25.67,7.4,1.4309
2003-12-25,0.0,9.121,16.41,24.12,6.8,1.3149
2003-12-26,0.0,8.366,17.81,24.27,6.3,1.2182
2003-12-27,0.0,6.95,17.03,22.0,7.3,1.4116
2003-12-28,0.0,8.387,16.94,23.61,12.9,2.4944
2003-12-29,0.0,8.657,16.91,23.91,10.4,2.011
2003-12-30,0.0,8.653,16.44,23.55,9.8,1.895
2003-12-31,0.0,8.793,15.58,23.08,8.9,1.721
2004-01-01,0.0,9.955,15.95,24.8,7.3,1.4116
2004-01-02,0.0,9.318,18.41,25.8,6.6,1.2762
2004-01-03,0.0,9.593,17.52,25.47,6.2,1.1989
2004-01-04,0.0,9.358,17.48,25.14,5.9,1.1409
2004-01-05,0.0,8.749,18.02,24.8,5.4,1.0442
2004-01-06,0.0,8.299,17.19,23.62,5.7,1.1022
2004-01-07,33.125,6.97,17.34,22.2,34.8,6.7292
2004-01-08,0.0,6.79,17.41,22.05,21.2,4.0994
2004-01-09,3.18,8.372,16.83,23.41,23.0,4.4474
2004-01-10,0.0,8.7,17.16,24.03,33.6,6.4971
2004-01-11,11.36,8.686,17.55,24.3,18.6,3.5966
2004-01-12,7.691,8.274,17.45,23.73,66.9,12.9362
2004-01-13,0.0,8.472,18.47,24.73,19.5,3.7706
2004-01-14,0.0,9.982,17.05,25.44,16.2,3.1325
2004-01-15,0.0,8.541,17.88,24.33,11.4,2.2044
2004-01-16,3.355,8.32,17.19,23.53,26.6,5.1435
2004-01-17,62.988,7.807,16.7,22.55,357.0,69.0318
2004-01-18,0.0,6.616,17.39,21.75,43.3,8.3728
2004-01-19,0.0,8.679,16.44,23.34,21.7,4.1961
2004-01-20,0.0,8.555,16.98,23.59,17.7,3.4226
2004-01-21,0.0,7.43,18.16,23.22,26.8,5.1822
2004-01-22,0.0,7.163,16.55,21.62,17.3,3.3452
2004-01-23,0.0,8.305,15.97,22.48,15.3,2.9585
2004-01-24,1.901,8.55,16.0,22.78,11.3,2.185
2004-01-25,0.0,9.614,17.14,24.88,8.9,1.721
2004-01-26,0.0,9.587,16.12,24.08,7.7,1.4889
2004-01-27,0.0,9.855,16.84,24.91,7.9,1.5276
2004-01-28,0.0,9.735,16.86,24.75,7.3,1.4116
2004-01-29,0.0,9.322,16.84,24.23,6.9,1.3342
2004-01-30,0.0,9.885,16.97,24.97,6.6,1.2762
2004-01-31,0.0,9.519,18.33,25.53,6.3,1.2182
2004-02-01,0.0,9.771,17.39,25.11,6.1,1.1795
2004-02-02,0.0,10.766,17.42,26.28,5.8,1.1215
2004-02-03,0.0,8.85,18.56,24.91,5.7,1.1022
2004-02-04,0.0,10.28,16.77,25.19,5.5,1.0635
2004-02-05,0.0,11.95,15.59,26.34,5.4,1.0442
2004-02-06,0.0,12.214,14.55,25.98,5.3,1.0248
2004-02-07,0.0,9.924,18.02,25.62,5.2,1.0055
2004-02-08,0.0,8.285,18.16,23.89,5.0,0.9668
2004-02-09,0.0,9.5,18.02,25.11,4.9,0.9475
2004-02-10,0.0,12.24,15.92,26.8,4.7,0.9088
2004-02-11,0.0,10.615,18.39,26.61,4.6,0.8895
2004-02-12,0.0,11.44,18.14,27.34,4.5,0.8701
2004-02-13,0.0,10.162,18.81,26.38,4.3,0.8315
2004-02-14,3.681,10.515,17.62,25.88,5.0,0.9668
2004-02-15,0.0,10.402,17.38,25.55,4.6,0.8895
2004-02-16,0.0,11.683,16.55,26.42,4.9,0.9475
2004-02-17,0.0,9.213,19.5,25.8,4.5,0.8701
2004-02-18,0.0,10.298,19.41,26.88,4.3,0.8315
2004-02-19,5.517,8.718,18.92,24.8,4.3,0.8315
2004-02-20,0.0,7.011,17.7,22.03,6.0,1.1602
2004-02-21,41.5,8.152,18.03,23.47,24.7,4.7762
2004-02-22,6.251,6.567,17.64,21.52,19.4,3.7513
2004-02-23,21.06,6.919,16.67,21.06,11.7,2.2624
2004-02-24,7.78,9.856,17.02,24.52,7.8,1.5083
2004-02-25,38.574,8.502,17.45,23.34,83.8,16.2041
2004-02-26,0.0,9.913,17.27,24.73,13.4,2.5911
2004-02-27,0.858,7.521,18.19,22.88,9.7,1.8757
2004-02-28,0.0,9.17,17.17,23.81,8.4,1.6243
2004-02-29,0.0,8.624,16.98,23.06,7.6,1.4696
2004-03-01,1.571,8.85,17.47,23.67,7.0,1.3536
2004-03-02,0.0,9.853,17.92,25.09,12.1,2.3397
2004-03-03,0.0,10.967,17.47,25.98,10.5,2.0303
2004-03-04,0.0,10.911,18.38,26.56,6.8,1.3149
2004-03-05,0.0,10.757,17.3,25.59,6.0,1.1602
2004-03-06,0.0,9.384,18.14,24.72,5.5,1.0635
2004-03-07,0.0,8.644,18.7,24.36,7.1,1.3729
2004-03-08,0.0,11.376,17.75,26.58,7.3,1.4116
2004-03-09,0.0,10.537,18.19,25.97,6.3,1.2182
2004-03-10,0.0,8.929,17.97,24.06,5.9,1.1409
2004-03-11,11.062,6.391,19.08,22.45,5.5,1.0635
2004-03-12,0.0,9.78,17.88,24.89,5.2,1.0055
2004-03-13,0.0,11.827,16.72,26.31,5.0,0.9668
2004-03-14,0.0,11.607,17.08,26.31,4.8,0.9282
2004-03-15,0.0,11.885,17.05,26.59,4.5,0.8701
2004-03-16,5.109,11.142,17.17,25.84,4.3,0.8315
2004-03-17,0.0,11.092,16.42,25.25,4.2,0.8121
2004-03-18,0.0,11.364,17.14,26.06,4.2,0.8121
2004-03-19,0.0,11.234,16.41,25.39,4.1,0.7928
2004-03-20,0.0,11.463,17.53,26.45,4.0,0.7735
2004-03-21,3.613,11.243,18.69,27.06,4.0,0.7735
2004-03-22,0.0,10.094,18.45,25.62,3.9,0.7541
2004-03-23,0.0,9.34,18.84,25.12,3.9,0.7541
2004-03-24,0.0,10.899,19.55,27.3,4.7,0.9088
2004-03-25,16.518,9.662,17.95,24.78,4.3,0.8315
2004-03-26,12.788,9.393,18.2,24.69,7.6,1.4696
2004-03-27,14.178,11.383,17.67,26.45,7.9,1.5276
2004-03-28,11.449,8.856,17.86,23.86,8.1,1.5663
2004-03-29,0.0,9.242,18.16,24.5,7.7,1.4889
2004-03-30,18.414,8.538,17.72,23.42,13.7,2.6491
2004-03-31,0.0,11.119,17.58,26.11,9.2,1.779
2004-04-01,8.031,7.936,17.23,22.42,8.1,1.5663
2004-04-02,4.75,7.761,17.94,22.81,8.5,1.6436
2004-04-03,21.026,7.248,17.27,21.75,7.9,1.5276
2004-04-04,0.0,9.767,16.75,24.03,5.7,1.1022
2004-04-05,0.0,11.893,16.19,26.03,4.9,0.9475
2004-04-06,8.269,11.644,18.12,27.12,6.8,1.3149
2004-04-07,0.0,11.847,17.78,27.11,6.0,1.1602
2004-04-08,9.265,10.741,18.08,26.11,5.2,1.0055
2004-04-09,0.0,9.652,18.17,25.02,4.9,0.9475
2004-04-10,2.331,8.863,17.84,23.92,5.4,1.0442
2004-04-11,0.0,9.163,17.58,24.05,5.1,0.9862
2004-04-12,0.0,10.882,16.81,25.39,6.2,1.1989
2004-04-13,42.078,8.038,18.39,23.52,7.2,1.3922
2004-04-14,28.517,4.978,18.27,20.56,25.6,4.9502
2004-04-15,0.0,8.094,17.08,22.55,17.7,3.4226
2004-04-16,7.219,8.358,16.39,22.31,114.8,22.1985
2004-04-17,17.25,8.66,17.72,23.67,83.3,16.1074
2004-04-18,9.225,8.866,16.62,23.06,31.4,6.0717
2004-04-19,15.601,10.339,17.34,25.25,25.5,4.9308
2004-04-20,0.0,9.29,17.98,24.59,17.0,3.2872
2004-04-21,6.866,8.946,17.88,24.14,22.0,4.2541
2004-04-22,24.132,6.508,17.17,21.05,62.1,12.0081
2004-04-23,40.434,5.012,16.59,19.14,46.9,9.0689
2004-04-24,7.806,7.948,16.77,22.23,29.3,5.6656
2004-04-25,0.0,8.474,16.19,22.38,41.0,7.928
2004-04-26,0.0,10.301,15.59,24.05,20.0,3.8673
2004-04-27,0.0,8.646,16.59,22.91,37.6,7.2706
2004-04-28,29.372,8.552,17.12,23.22,51.6,9.9777
2004-04-29,2.656,10.272,17.16,25.19,24.8,4.7955
2004-04-30,0.536,8.253,18.36,23.89,24.1,4.6601
2004-05-01,1.274,9.838,17.17,24.73,18.9,3.6546
2004-05-02,0.0,10.737,16.89,25.58,15.8,3.0552
2004-05-03,3.188,7.327,17.64,22.38,16.7,3.2292
2004-05-04,11.531,7.956,17.44,22.89,20.3,3.9253
2004-05-05,7.844,8.969,17.25,23.88,18.0,3.4806
2004-05-06,0.23,9.323,17.91,24.78,17.2,3.3259
2004-05-07,7.477,8.892,17.23,23.81,18.4,3.5579
2004-05-08,0.391,8.838,17.78,24.19,19.9,3.848
2004-05-09,15.196,7.778,18.09,23.28,20.0,3.8673
2004-05-10,0.0,8.915,16.78,23.53,24.8,4.7955
2004-05-11,0.877,9.759,17.69,25.19,16.5,3.1905
2004-05-12,0.239,7.896,18.89,24.08,16.4,3.1712
2004-05-13,4.038,9.394,17.33,24.53,14.9,2.8812
2004-05-14,0.0,8.47,18.72,24.58,10.0,1.9337
2004-05-15,6.929,8.316,17.03,23.11,8.9,1.721
2004-05-16,3.37,10.611,16.58,25.45,7.9,1.5276
2004-05-17,10.958,6.91,16.75,21.36,7.8,1.5083
2004-05-18,11.208,7.309,17.56,22.45,13.2,2.5524
2004-05-19,16.747,6.557,17.81,21.88,18.1,3.4999
2004-05-20,0.0,8.662,16.34,23.05,14.0,2.7071
2004-05-21,0.0,10.145,15.38,24.12,10.5,2.0303
2004-05-22,13.584,6.66,16.8,21.17,10.2,1.9723
2004-05-23,10.769,7.28,17.17,22.16,9.8,1.895
2004-05-24,0.686,8.294,16.55,22.83,9.8,1.895
2004-05-25,0.0,9.194,16.72,24.02,10.1,1.953
2004-05-26,0.49,8.702,16.12,23.02,13.2,2.5524
2004-05-27,2.917,7.384,17.11,22.27,8.7,1.6823
2004-05-28,0.0,8.378,15.59,22.25,12.1,2.3397
2004-05-29,18.013,7.736,15.84,21.69,9.4,1.8176
2004-05-30,0.475,9.691,15.38,23.7,9.7,1.8757
2004-05-31,2.427,8.596,17.27,23.8,10.2,1.9723
2004-06-01,0.0,8.923,16.52,23.62,9.2,1.779
2004-06-02,10.703,8.12,16.72,22.84,9.3,1.7983
2004-06-03,3.776,8.55,16.97,23.55,8.7,1.6823
2004-06-04,0.0,8.197,17.05,23.2,8.9,1.721
2004-06-05,0.0,7.521,17.12,22.5,7.8,1.5083
2004-06-06,9.973,6.42,16.02,20.39,16.1,3.1132
2004-06-07,0.0,9.261,15.67,23.47,18.3,3.5386
2004-06-08,5.111,9.946,15.47,24.19,9.8,1.895
2004-06-09,2.817,8.972,16.45,23.7,8.8,1.7016
2004-06-10,0.0,9.507,16.5,24.39,11.8,2.2817
2004-06-11,0.0,8.981,16.19,23.53,8.8,1.7016
2004-06-12,0.0,7.668,16.64,22.33,7.7,1.4889
2004-06-13,0.0,8.07,17.27,23.28,6.3,1.2182
