fecha,P_mm,ETP_mm,T_min_C,T_max_C,Q_m3s,Q_mm
2004-12-30,0.0,7.762,18.41,24.93,7.23,0.1819
2004-12-31,0.0,8.06,19.01,25.78,7.089,0.1784
2005-01-01,0.0,9.137,19.25,27.34,6.949,0.1748
2005-01-02,0.0,8.288,19.13,26.13,6.737,0.1695
2005-01-03,0.0,6.031,20.03,24.14,6.597,0.166
2005-01-04,0.0,6.149,19.86,24.09,6.104,0.1536
2005-01-05,0.0,5.838,19.94,23.84,5.963,0.15
2005-01-06,0.0,6.618,19.49,24.34,5.611,0.1412
2005-01-07,0.0,8.177,18.99,25.82,5.33,0.1341
2005-01-08,3.067,6.71,20.52,25.25,5.119,0.1288
2005-01-09,3.875,7.102,20.22,25.44,5.119,0.1288
2005-01-10,5.92,6.272,20.45,24.66,5.119,0.1288
2005-01-11,3.591,7.717,20.62,26.46,5.4,0.1359
2005-01-12,0.095,7.882,20.87,26.88,5.4,0.1359
2005-01-13,0.0,7.824,21.08,26.91,5.4,0.1359
2005-01-14,3.411,7.822,21.11,26.9,5.26,0.1323
2005-01-15,1.264,7.091,20.35,25.43,5.26,0.1323
2005-01-16,0.0,6.522,20.17,24.6,5.119,0.1288
2005-01-17,0.081,7.757,19.05,25.13,7.033,0.1769
2005-01-18,0.0,8.147,18.32,25.05,6.385,0.1606
2005-01-19,0.0,9.776,17.24,26.34,5.611,0.1412
2005-01-20,0.0,8.538,18.69,25.76,5.26,0.1323
2005-01-21,0.0,8.364,19.6,26.22,4.978,0.1252
2005-01-22,0.0,8.098,20.39,26.48,4.908,0.1235
2005-01-23,0.0,7.406,20.53,25.77,4.837,0.1217
2005-01-24,1.307,6.49,21.05,25.19,4.837,0.1217
2005-01-25,1.973,6.838,20.13,24.78,4.696,0.1182
2005-01-26,0.548,8.41,19.84,26.35,4.696,0.1182
2005-01-27,0.074,8.342,20.36,26.67,4.556,0.1146
2005-01-28,0.0,9.687,20.7,28.46,4.415,0.1111
2005-01-29,0.0,7.744,19.93,25.56,4.274,0.1075
2005-01-30,0.0,9.06,18.5,26.0,4.274,0.1075
2005-01-31,0.0,8.235,19.76,25.92,4.274,0.1075
2005-02-01,0.0,8.487,18.78,25.47,4.134,0.104
2005-02-02,0.0,9.098,17.97,25.55,4.134,0.104
2005-02-03,0.0,8.474,19.48,25.91,3.993,0.1005
2005-02-04,0.0,7.768,19.51,25.1,3.993,0.1005
2005-02-05,0.886,7.765,20.28,25.7,3.852,0.0969
2005-02-06,0.0,8.172,20.38,26.22,3.852,0.0969
2005-02-07,0.116,7.562,21.34,26.27,3.711,0.0934
2005-02-08,3.866,6.906,21.17,25.44,3.711,0.0934
2005-02-09,0.018,5.821,19.82,23.18,3.571,0.0898
2005-02-10,0.0,5.498,19.48,22.6,3.43,0.0863
2005-02-11,3.577,4.344,20.64,22.61,3.289,0.0828
2005-02-12,2.084,5.829,20.25,23.52,3.289,0.0828
2005-02-13,0.078,6.815,20.36,24.56,3.289,0.0828
2005-02-14,0.0,8.241,19.61,25.45,3.148,0.0792
2005-02-15,0.0,9.26,19.45,26.45,3.148,0.0792
2005-02-16,2.617,7.489,20.16,25.01,3.148,0.0792
2005-02-17,0.0,9.079,20.48,26.99,3.007,0.0757
2005-02-18,0.0,8.164,19.66,25.3,3.007,0.0757
2005-02-19,0.0,7.973,18.78,24.41,3.007,0.0757
2005-02-20,0.0,8.654,18.95,25.26,3.007,0.0757
2005-02-21,1.212,7.118,19.54,24.06,2.867,0.0721
2005-02-22,0.0,9.184,18.82,25.72,2.867,0.0721
2005-02-23,0.0,11.369,17.7,27.4,2.867,0.0721
2005-02-24,0.0,8.979,18.87,25.44,2.726,0.0686
2005-02-25,0.0,9.63,19.45,26.57,2.726,0.0686
2005-02-26,0.0,10.593,21.24,28.96,2.726,0.0686
2005-02-27,0.0,9.256,22.12,28.21,2.726,0.0686
2005-02-28,0.0,10.214,21.12,28.42,2.726,0.0686
2005-03-01,0.247,7.052,21.64,25.56,2.585,0.065
2005-03-02,0.0,7.509,21.95,26.22,2.585,0.065
2005-03-03,0.0,5.288,22.03,24.36,2.585,0.065
2005-03-04,0.0,11.543,20.1,28.99,2.585,0.065
2005-03-05,9.876,8.748,21.18,26.78,2.585,0.065
2005-03-06,0.0,9.916,21.04,27.84,2.585,0.065
2005-03-07,0.0,9.807,20.4,27.22,2.444,0.0615
2005-03-08,0.0,11.118,19.94,28.28,2.444,0.0615
2005-03-09,0.0,10.147,21.26,28.21,2.444,0.0615
2005-03-10,0.0,8.951,21.12,26.83,2.444,0.0615
2005-03-11,0.469,9.661,21.19,27.61,3.57,0.0898
2005-03-12,0.0,9.022,21.77,27.37,2.656,0.0668
2005-03-13,0.0,10.662,20.64,28.17,2.585,0.065
2005-03-14,0.0,10.212,20.22,27.35,2.585,0.065
2005-03-15,0.0,12.913,17.96,28.7,2.726,0.0686
2005-03-16,0.0,12.213,19.43,28.92,2.585,0.065
2005-03-17,0.0,11.471,21.11,29.32,2.585,0.065
2005-03-18,0.0,10.974,21.52,29.09,2.585,0.065
2005-03-19,0.338,11.275,21.67,29.49,2.444,0.0615
2005-03-20,0.0,10.46,21.18,28.24,2.444,0.0615
2005-03-21,3.047,9.615,21.3,27.44,2.444,0.0615
2005-03-22,0.0,12.161,20.03,29.16,2.444,0.0615
2005-03-23,0.489,12.389,20.75,29.89,2.444,0.0615
2005-03-24,2.122,9.68,22.06,28.07,2.444,0.0615
2005-03-25,4.386,11.618,20.79,29.06,2.444,0.0615
2005-03-26,0.0,11.394,21.74,29.54,2.444,0.0615
2005-03-27,0.0,11.345,21.3,29.15,2.444,0.0615
2005-03-28,0.0,12.422,20.91,29.95,2.444,0.0615
2005-03-29,0.0,10.562,21.42,28.39,2.444,0.0615
2005-03-30,0.0,10.95,21.74,29.01,2.444,0.0615
2005-03-31,0.0,10.854,21.16,28.46,2.444,0.0615
2005-04-01,0.323,11.105,21.55,29.03,2.444,0.0615
2005-04-02,5.25,9.87,21.81,27.97,2.444,0.0615
2005-04-03,5.357,6.699,21.7,24.95,2.444,0.0615
2005-04-04,5.222,9.179,21.66,27.17,2.585,0.065
2005-04-05,1.686,8.004,22.12,26.44,2.444,0.0615
2005-04-06,5.254,7.622,21.77,25.8,2.304,0.058
2005-04-07,5.516,8.123,21.65,26.16,2.163,0.0544
2005-04-08,10.681,8.63,21.42,26.42,2.163,0.0544
2005-04-09,1.971,8.995,21.86,27.19,2.163,0.0544
2005-04-10,5.555,10.528,22.56,29.16,2.304,0.058
2005-04-11,8.329,7.874,21.89,26.12,2.304,0.058
2005-04-12,4.762,10.05,20.71,27.24,2.726,0.0686
2005-04-13,5.008,9.388,21.58,27.27,4.345,0.1093
2005-04-14,2.605,8.541,22.8,27.46,13.0,0.3271
2005-04-15,8.768,9.501,21.75,27.51,10.17,0.2559
2005-04-16,1.693,10.539,23.18,29.68,6.245,0.1571
2005-04-17,3.088,9.173,22.37,27.67,14.47,0.3641
2005-04-18,2.793,8.547,22.06,26.85,15.33,0.3857
2005-04-19,5.31,7.655,22.05,26.04,8.212,0.2066
2005-04-20,3.811,8.162,21.89,26.37,6.104,0.1536
2005-04-21,10.687,8.466,22.27,26.94,5.33,0.1341
2005-04-22,15.38,8.007,21.32,25.76,12.42,0.3125
2005-04-23,1.006,10.442,21.71,28.4,27.33,0.6876
2005-04-24,0.041,10.292,20.83,27.56,39.68,0.9983
2005-04-25,0.294,9.117,22.09,27.4,25.65,0.6453
2005-04-26,3.28,8.378,21.92,26.6,13.98,0.3517
2005-04-27,0.067,11.379,21.56,29.18,11.28,0.2838
2005-04-28,1.495,10.075,22.18,28.37,9.807,0.2467
2005-04-29,0.085,11.55,21.42,29.25,7.475,0.1881
2005-04-30,0.294,10.069,20.7,27.21,6.034,0.1518
2005-05-01,0.576,9.282,21.24,26.9,4.274,0.1075
2005-05-02,4.05,9.422,21.53,27.28,3.922,0.0987
2005-05-03,15.745,7.952,21.53,25.91,3.219,0.081
2005-05-04,1.219,8.996,21.82,27.1,5.752,0.1447
2005-05-05,3.545,8.816,21.89,27.01,5.471,0.1376
2005-05-06,1.092,8.66,21.77,26.76,6.279,0.158
2005-05-07,6.216,10.245,21.36,27.98,6.667,0.1677
2005-05-08,7.393,10.306,21.63,28.22,18.17,0.4572
2005-05-09,7.145,8.265,22.44,26.97,16.31,0.4104
2005-05-10,7.595,9.199,22.28,27.68,20.2,0.5082
2005-05-11,6.088,9.598,22.52,28.26,14.35,0.361
2005-05-12,3.621,9.746,22.93,28.74,11.28,0.2838
2005-05-13,4.929,9.859,22.74,28.71,20.19,0.508
2005-05-14,13.065,9.041,22.02,27.33,24.91,0.6267
2005-05-15,17.088,6.324,22.19,25.08,16.31,0.4104
2005-05-16,3.351,10.405,21.23,28.07,24.72,0.622
2005-05-17,34.665,5.632,21.64,24.06,57.12,1.4371
2005-05-18,8.927,10.482,20.25,27.41,75.15,1.8908
2005-05-19,20.932,8.504,20.92,25.96,76.09,1.9144
2005-05-20,8.542,9.175,20.66,26.42,155.6,3.9149
2005-05-21,6.12,8.822,21.38,26.66,151.9,3.8218
2005-05-22,10.001,10.363,21.32,28.14,140.5,3.535
2005-05-23,6.733,9.121,21.5,27.06,91.0,2.2895
2005-05-24,3.373,9.736,20.64,26.97,62.53,1.5732
2005-05-25,0.432,9.901,21.25,27.64,56.06,1.4105
2005-05-26,5.995,10.676,22.39,29.29,48.65,1.224
2005-05-27,0.0,10.032,22.24,28.56,30.12,0.7578
2005-05-28,14.978,11.2,22.07,29.57,24.16,0.6079
2005-05-29,0.0,12.093,21.69,30.22,20.19,0.508
2005-05-30,0.829,11.343,22.08,29.75,17.66,0.4443
2005-05-31,7.207,11.087,22.15,29.57,14.84,0.3734
2005-06-01,12.567,9.182,21.87,27.47,22.86,0.5752
2005-06-02,0.212,10.71,22.32,29.33,19.81,0.4984
2005-06-03,0.264,11.035,21.49,29.03,17.66,0.4443
2005-06-04,4.393,10.102,21.73,28.28,17.66,0.4443
2005-06-05,10.34,9.334,21.92,27.65,15.94,0.401
2005-06-06,14.63,6.686,21.59,24.93,19.08,0.48
2005-06-07,11.075,10.002,20.61,27.3,62.6,1.575
2005-06-08,10.094,8.957,21.35,26.84,72.33,1.8198
2005-06-09,12.325,9.828,21.45,27.81,77.24,1.9433
2005-06-10,13.312,9.678,21.47,27.67,138.8,3.4922
2005-06-11,12.439,9.819,20.86,27.35,145.2,3.6532
2005-06-12,10.323,8.883,21.22,26.66,147.5,3.7111
2005-06-13,0.0,10.175,21.72,28.36,90.9,2.287
2005-06-14,5.471,10.573,21.19,28.35,78.1,1.965
2005-06-15,11.368,10.517,21.12,28.25,71.01,1.7866
2005-06-16,9.663,11.019,21.65,29.19,74.33,1.8701
2005-06-17,2.299,10.703,22.12,29.23,77.06,1.9388
2005-06-18,6.099,11.343,21.5,29.47,71.01,1.7866
2005-06-19,5.171,11.462,22.48,30.25,57.11,1.4369
2005-06-20,7.368,9.747,21.84,28.05,46.14,1.1609
2005-06-21,3.467,9.678,21.44,27.64,39.9,1.0039
2005-06-22,8.943,10.216,22.48,29.01,44.6,1.1221
2005-06-23,10.294,9.121,20.93,26.68,65.92,1.6585
2005-06-24,7.083,10.408,20.96,28.04,62.53,1.5732
2005-06-25,13.247,10.429,20.33,27.58,59.26,1.491
2005-06-26,1.643,10.227,20.86,27.82,48.04,1.2087
2005-06-27,0.0,10.555,20.91,28.12,40.48,1.0185
2005-06-28,0.449,11.001,20.78,28.5,38.67,0.9729
2005-06-29,5.188,9.897,21.18,27.7,27.52,0.6924
2005-06-30,21.45,6.554,21.54,24.81,43.94,1.1055
2005-07-01,11.7,9.317,21.03,26.95,44.41,1.1173
2005-07-02,1.499,10.839,21.87,29.15,57.52,1.4472
2005-07-03,2.857,10.885,20.96,28.52,45.93,1.1556
2005-07-04,0.0,11.769,20.16,28.84,32.73,0.8235
2005-07-05,3.228,10.056,21.47,28.06,29.38,0.7392
2005-07-06,13.862,9.585,20.89,27.12,26.77,0.6735
2005-07-07,5.621,11.163,21.53,29.21,23.79,0.5986
2005-07-08,7.577,10.739,22.24,29.33,33.11,0.833
2005-07-09,7.54,11.297,21.19,29.11,29.19,0.7344
2005-07-10,14.565,10.695,21.29,28.54,38.8,0.9762
2005-07-11,8.777,9.905,21.58,27.97,48.88,1.2298
2005-07-12,5.278,10.109,20.63,27.44,60.58,1.5242
2005-07-13,8.857,9.361,20.66,26.71,64.97,1.6346
2005-07-14,8.15,9.848,21.08,27.5,55.1,1.3863
2005-07-15,1.505,9.965,20.78,27.4,36.24,0.9118
2005-07-16,5.708,10.764,20.32,27.86,179.2,4.5086
2005-07-17,3.844,9.77,21.77,27.95,113.8,2.8632
2005-07-18,0.0,10.779,21.74,28.95,70.47,1.773
2005-07-19,4.457,9.493,22.14,27.99,51.52,1.2962
2005-07-20,5.4,9.714,21.78,27.88,42.62,1.0723
2005-07-21,0.511,10.722,22.28,29.31,33.67,0.8471
2005-07-22,0.0,11.608,21.01,29.23,30.12,0.7578
2005-07-23,2.042,10.113,21.6,28.14,27.89,0.7017
2005-07-24,4.815,11.427,21.67,29.52,24.35,0.6126
2005-07-25,0.0,10.886,21.95,29.19,22.86,0.5752
2005-07-26,0.0,11.552,21.8,29.74,18.52,0.466
2005-07-27,0.098,12.283,21.88,30.56,16.92,0.4257
2005-07-28,2.78,12.725,22.26,31.28,15.57,0.3917
2005-07-29,0.0,11.519,21.29,29.3,14.47,0.3641
2005-07-30,2.798,10.404,22.01,28.75,14.22,0.3578
2005-07-31,1.748,11.964,21.94,30.26,13.36,0.3361
2005-08-01,1.98,10.47,21.72,28.56,13.49,0.3394
2005-08-02,16.414,9.054,21.82,27.24,14.59,0.3671
2005-08-03,0.094,11.131,21.45,29.03,17.29,0.435
2005-08-04,1.303,11.94,21.23,29.7,16.31,0.4104
2005-08-05,2.593,10.698,21.32,28.44,15.33,0.3857
2005-08-06,5.033,10.145,21.08,27.7,14.1,0.3548
2005-08-07,0.059,11.097,21.11,28.7,12.38,0.3115
2005-08-08,1.254,12.088,21.36,29.91,11.52,0.2898
2005-08-09,2.591,10.025,21.27,27.74,10.67,0.2685
2005-08-10,0.373,11.053,21.28,28.8,12.38,0.3115
2005-08-11,8.403,11.625,21.23,29.35,16.56,0.4166
2005-08-12,11.772,11.439,20.49,28.59,17.41,0.438
2005-08-13,9.367,9.172,21.93,27.43,16.06,0.4041
2005-08-14,7.994,9.551,20.91,27.0,14.71,0.3701
2005-08-15,10.712,9.927,20.41,26.95,13.86,0.3487
2005-08-16,4.158,7.711,21.51,25.71,12.38,0.3115
2005-08-17,5.393,7.044,21.3,24.91,17.9,0.4504
2005-08-18,1.053,10.283,20.64,27.5,15.82,0.398
2005-08-19,1.516,11.905,20.98,29.41,14.35,0.361
2005-08-20,0.016,11.379,21.72,29.45,12.51,0.3147
2005-08-21,5.014,10.888,21.19,28.56,10.91,0.2745
2005-08-22,3.695,10.35,21.56,28.3,10.05,0.2529
2005-08-23,7.526,10.57,21.0,28.08,9.07,0.2282
2005-08-24,3.484,11.137,21.5,29.03,17.29,0.435
2005-08-25,7.315,11.023,20.78,28.37,15.57,0.3917
2005-08-26,9.698,10.794,20.96,28.28,18.64,0.469
2005-08-27,5.84,10.23,20.05,27.02,43.99,1.1068
2005-08-28,5.097,10.463,19.92,27.16,33.85,0.8517
2005-08-29,2.566,10.455,21.24,28.2,26.02,0.6547
2005-08-30,4.696,10.864,20.67,28.16,20.06,0.5047
2005-08-31,4.875,11.11,21.67,29.17,18.52,0.466
2005-09-01,0.0,11.683,21.42,29.58,16.31,0.4104
2005-09-02,0.954,11.151,21.17,28.84,12.38,0.3115
2005-09-03,19.141,9.846,20.9,27.33,16.06,0.4041
2005-09-04,5.129,11.974,20.64,29.31,14.71,0.3701
2005-09-05,3.872,12.115,21.56,30.13,13.24,0.3331
2005-09-06,0.512,12.31,20.32,29.46,11.4,0.2868
2005-09-07,0.665,11.956,21.21,29.76,11.16,0.2808
2005-09-08,9.393,12.159,21.47,30.17,9.929,0.2498
2005-09-09,8.629,11.805,21.38,29.75,13.0,0.3271
2005-09-10,4.153,12.771,21.85,31.11,13.61,0.3424
2005-09-11,0.0,13.205,21.94,31.64,11.89,0.2991
2005-09-12,2.902,11.597,21.65,29.75,10.42,0.2622
2005-09-13,8.534,9.667,21.81,27.91,9.561,0.2406
2005-09-14,3.478,12.569,21.39,30.61,8.948,0.2251
2005-09-15,16.618,10.581,21.52,28.64,17.29,0.435
2005-09-16,4.382,10.901,21.88,29.3,15.82,0.398
2005-09-17,3.998,9.731,21.59,27.89,13.73,0.3454
2005-09-18,3.349,10.62,21.56,28.78,10.54,0.2652
2005-09-19,8.995,10.943,21.49,29.09,19.25,0.4843
2005-09-20,9.149,9.581,21.01,27.32,34.6,0.8705
2005-09-21,20.576,7.218,21.24,25.2,51.61,1.2985
2005-09-22,3.622,10.517,19.43,27.13,35.67,0.8974
2005-09-23,11.462,8.886,20.0,25.84,111.8,2.8129
2005-09-24,10.887,7.824,20.47,25.2,78.62,1.9781
2005-09-25,20.901,9.361,20.43,26.71,75.23,1.8928
2005-09-26,0.147,9.405,20.0,26.43,55.52,1.3969
2005-09-27,1.123,9.696,19.85,26.65,46.71,1.1752
2005-09-28,11.96,8.787,20.1,25.95,60.67,1.5264
2005-09-29,5.658,8.506,20.42,25.94,44.64,1.1231
2005-09-30,7.816,9.95,20.19,27.24,40.57,1.0207
2005-10-01,5.087,9.915,19.89,27.0,79.61,2.003
2005-10-02,27.493,9.549,19.31,26.18,90.73,2.2827
2005-10-03,5.036,9.647,19.91,26.78,64.16,1.6143
2005-10-04,3.835,8.747,19.77,25.75,62.12,1.5629
2005-10-05,9.075,9.737,20.65,27.51,62.36,1.569
2005-10-06,9.347,8.542,20.64,26.25,97.1,2.443
2005-10-07,3.609,9.028,20.07,26.32,72.01,1.8118
2005-10-08,8.22,9.2,18.67,25.43,69.07,1.7378
2005-10-09,13.973,5.928,19.47,22.69,103.5,2.604
2005-10-10,12.066,8.662,18.71,24.92,135.8,3.4167
2005-10-11,22.077,7.513,19.24,24.12,131.1,3.2984
2005-10-12,11.61,8.916,18.8,25.32,126.3,3.1777
2005-10-13,14.027,9.678,18.29,25.83,124.5,3.1324
2005-10-14,3.539,9.269,19.13,26.03,151.3,3.8067
2005-10-15,12.526,7.217,19.86,24.42,160.1,4.0281
2005-10-16,5.247,8.635,19.48,25.62,175.5,4.4155
2005-10-17,4.993,9.806,19.72,27.17,220.4,5.5452
2005-10-18,6.831,9.985,19.55,27.28,194.5,4.8936
2005-10-19,10.784,9.473,19.98,27.06,198.9,5.0043
2005-10-20,7.086,9.373,21.07,27.83,159.5,4.013
2005-10-21,6.142,9.711,19.95,27.38,87.59,2.2037
2005-10-22,6.126,8.158,19.63,25.39,91.19,2.2943
2005-10-23,8.811,8.378,19.41,25.46,101.0,2.5411
2005-10-24,8.3,6.167,19.38,23.11,91.19,2.2943
2005-10-25,7.629,9.352,19.61,26.81,83.96,2.1124
2005-10-26,4.307,8.376,19.37,25.52,76.66,1.9288
2005-10-27,3.257,9.087,19.75,26.68,68.04,1.7119
2005-10-28,13.771,7.135,20.19,24.85,104.6,2.6317
2005-10-29,19.209,7.057,19.95,24.61,203.6,5.1225
2005-10-30,12.563,8.377,20.02,26.13,178.8,4.4986
2005-10-31,0.0,9.406,20.55,27.75,169.1,4.2545
2005-11-01,6.957,9.207,20.86,27.8,155.8,3.9199
2005-11-02,9.159,8.733,20.24,26.8,132.7,3.3387
2005-11-03,8.0,8.962,21.02,27.7,110.2,2.7726
2005-11-04,8.947,8.982,20.43,27.28,103.9,2.6141
2005-11-05,1.513,8.855,19.91,26.76,72.95,1.8354
2005-11-06,0.0,9.424,19.56,27.21,64.97,1.6346
2005-11-07,1.74,8.684,21.09,27.52,54.32,1.3667
2005-11-08,1.496,7.911,20.8,26.47,47.83,1.2034
2005-11-09,10.806,8.058,20.32,26.27,43.71,1.0997
2005-11-10,13.035,7.516,20.66,25.96,41.89,1.0539
2005-11-11,41.874,5.995,20.61,24.29,43.03,1.0826
2005-11-12,6.017,7.663,19.97,25.57,40.57,1.0207
2005-11-13,20.72,7.479,19.81,25.27,82.29,2.0704
2005-11-14,28.953,6.242,20.59,24.57,221.2,5.5653
2005-11-15,,,,,,
2005-11-16,,,,,,
2005-11-17,,,,,,
2005-11-18,,,,,,
2005-11-19,,,,,,
2005-11-20,0.0,7.481,20.46,25.95,215.4,5.4194
2005-11-21,3.412,7.072,20.5,25.5,163.3,4.1086
2005-11-22,,,,,,
2005-11-23,,,,,,
2005-11-24,,,,,,
2005-11-25,,,,,,
2005-11-26,,,,,,
2005-11-27,0.0,9.481,18.57,27.16,231.4,5.822
2005-11-28,0.0,10.611,16.65,27.34,150.7,3.7916
2005-11-29,0.0,8.36,18.59,25.73,111.4,2.8028
2005-11-30,0.0,8.941,18.21,26.23,92.74,2.3333
2005-12-01,0.178,7.321,19.8,25.4,86.66,2.1803
2005-12-02,0.225,8.188,19.37,26.16,76.66,1.9288
2005-12-03,0.0,8.627,18.59,26.14,63.99,1.61
2005-12-04,0.0,8.362,20.34,27.14,59.26,1.491
2005-12-05,0.242,7.803,20.18,26.35,56.38,1.4185
2005-12-06,0.044,7.818,19.96,26.2,51.56,1.2972
2005-12-07,0.0,8.305,19.39,26.38,47.36,1.1916
2005-12-08,0.0,8.535,18.83,26.25,42.34,1.0653
2005-12-09,0.0,7.6,18.88,25.11,39.46,0.9928
2005-12-10,0.0,8.46,19.15,26.41,36.28,0.9128
2005-12-11,1.321,7.753,20.04,26.2,34.97,0.8798
2005-12-12,2.943,8.121,20.88,27.35,34.04,0.8564
2005-12-13,1.904,8.076,20.11,26.73,33.67,0.8471
2005-12-14,0.0,10.229,17.09,27.34,31.8,0.8001
2005-12-15,0.0,8.946,18.44,26.56,29.38,0.7392
2005-12-16,0.0,8.761,18.14,26.12,27.14,0.6828
2005-12-17,0.0,8.914,18.27,26.4,24.91,0.6267
2005-12-18,0.0,8.538,19.36,26.72,22.3,0.5611
2005-12-19,0.0,9.324,18.37,27.02,20.8,0.5233
2005-12-20,0.0,9.322,17.07,26.09,20.25,0.5095
2005-12-21,0.0,9.613,17.15,26.54,19.38,0.4876
2005-12-22,0.0,8.795,18.95,26.74,19.01,0.4783
2005-12-23,0.0,9.281,18.15,26.8,18.4,0.4629
2005-12-24,0.0,9.209,19.14,27.42,17.29,0.435
2005-12-25,0.521,8.779,19.78,27.33,16.68,0.4197
2005-12-26,2.81,8.519,20.11,27.25,16.31,0.4104
2005-12-27,1.335,8.477,18.67,26.09,15.82,0.398
2005-12-28,0.0,10.257,16.06,26.64,14.96,0.3764
2005-12-29,0.0,9.666,16.03,25.79,13.98,0.3517
2005-12-30,0.0,9.932,16.92,26.76,13.36,0.3361
2005-12-31,0.0,9.599,16.89,26.26,13.36,0.3361
2006-01-01,0.0,8.637,18.91,26.43,13.12,0.3301
2006-01-02,0.0,9.249,18.1,26.63,12.75,0.3208
2006-01-03,0.221,8.557,18.76,26.21,12.63,0.3178
2006-01-04,2.554,5.526,20.61,24.06,12.38,0.3115
2006-01-05,2.719,6.642,20.31,25.02,12.14,0.3054
2006-01-06,2.751,8.238,18.66,25.66,11.89,0.2991
2006-01-07,0.077,8.479,19.21,26.39,11.52,0.2898
2006-01-08,0.032,7.346,19.32,25.04,10.91,0.2745
2006-01-09,0.0,9.365,17.22,26.03,10.3,0.2591
2006-01-10,0.0,9.423,17.76,26.46,10.05,0.2529
2006-01-11,0.0,8.653,19.25,26.53,9.561,0.2406
2006-01-12,0.0,8.515,19.34,26.41,9.07,0.2282
2006-01-13,0.0,8.997,19.7,27.27,8.702,0.2189
2006-01-14,0.0,9.217,20.88,28.43,8.457,0.2128
2006-01-15,0.0,9.025,20.33,27.76,8.457,0.2128
2006-01-16,0.0,8.7,20.24,27.26,8.212,0.2066
2006-01-17,0.0,9.693,18.97,27.51,7.721,0.1943
2006-01-18,0.059,8.94,19.11,26.65,7.966,0.2004
2006-01-19,1.327,7.925,18.5,24.87,7.966,0.2004
2006-01-20,0.0,9.077,17.86,25.83,7.598,0.1912
2006-01-21,0.0,9.794,17.87,26.74,7.353,0.185
2006-01-22,0.0,9.861,19.23,27.79,7.089,0.1784
2006-01-23,1.485,8.157,20.64,26.76,6.878,0.173
2006-01-24,0.402,8.894,20.08,27.15,6.737,0.1695
2006-01-25,0.0,7.122,21.26,26.03,6.385,0.1606
2006-01-26,2.542,7.908,20.73,26.46,6.245,0.1571
2006-01-27,0.616,6.908,21.01,25.57,6.245,0.1571
2006-01-28,4.498,6.334,20.52,24.5,6.245,0.1571
2006-01-29,0.315,7.953,19.34,25.32,6.034,0.1518
2006-01-30,0.0,9.16,19.54,26.88,5.963,0.15
2006-01-31,0.0,10.431,18.41,27.59,5.823,0.1465
2006-02-01,2.275,9.264,18.23,25.98,5.682,0.143
2006-02-02,1.206,7.0,20.56,25.15,5.682,0.143
2006-02-03,0.177,8.407,20.79,26.85,5.541,0.1394
2006-02-04,11.134,8.002,21.0,26.59,5.4,0.1359
2006-02-05,2.044,9.014,19.75,26.68,12.51,0.3147
2006-02-06,0.0,10.893,17.38,27.21,7.212,0.1815
2006-02-07,0.0,10.367,18.34,27.2,6.456,0.1624
2006-02-08,0.0,9.511,19.83,27.24,5.893,0.1483
2006-02-09,0.0,10.559,18.68,27.6,5.611,0.1412
2006-02-10,0.0,10.653,17.8,27.06,5.33,0.1341
2006-02-11,0.0,9.945,18.55,26.72,5.048,0.127
2006-02-12,0.0,10.102,19.32,27.41,4.837,0.1217
2006-02-13,0.0,8.872,20.9,27.18,4.837,0.1217
2006-02-14,0.0,9.422,19.28,26.52,4.556,0.1146
2006-02-15,0.0,8.481,19.61,25.69,4.556,0.1146
2006-02-16,0.0,9.003,18.8,25.62,4.415,0.1111
2006-02-17,0.0,9.201,19.83,26.6,4.415,0.1111
2006-02-18,0.339,8.91,20.64,26.87,4.415,0.1111
2006-02-19,0.0,10.223,17.93,26.3,4.274,0.1075
2006-02-20,0.0,11.516,16.11,26.58,4.274,0.1075
2006-02-21,0.0,9.933,18.96,26.68,4.274,0.1075
2006-02-22,0.0,10.3,19.5,27.46,4.274,0.1075
2006-02-23,0.0,9.142,20.71,27.06,4.134,0.104
2006-02-24,0.0,10.504,18.76,27.08,3.852,0.0969
2006-02-25,0.0,10.069,19.16,26.85,3.711,0.0934
2006-02-26,0.0,10.274,20.05,27.73,3.571,0.0898
2006-02-27,1.028,8.777,20.44,26.36,3.43,0.0863
2006-02-28,0.311,8.452,20.09,25.7,3.43,0.0863
2006-03-01,0.0,10.386,20.1,27.81,3.43,0.0863
2006-03-02,0.101,11.127,20.65,28.99,3.43,0.0863
2006-03-03,2.737,9.923,20.82,27.79,3.43,0.0863
2006-03-04,0.129,8.098,21.7,26.58,3.43,0.0863
2006-03-05,0.347,8.713,21.62,27.08,3.289,0.0828
2006-03-06,1.132,8.07,20.88,25.84,3.289,0.0828
2006-03-07,1.874,8.188,20.35,25.49,3.289,0.0828
2006-03-08,1.746,8.128,19.56,24.79,3.289,0.0828
2006-03-09,0.422,7.827,19.95,24.79,3.289,0.0828
2006-03-10,0.007,8.618,20.32,25.86,3.289,0.0828
2006-03-11,0.0,10.665,19.98,27.71,3.148,0.0792
2006-03-12,0.03,10.726,19.47,27.37,3.148,0.0792
2006-03-13,0.0,12.499,18.22,28.43,3.148,0.0792
2006-03-14,0.0,10.774,19.11,27.1,3.148,0.0792
2006-03-15,0.0,11.172,19.77,28.02,3.148,0.0792
2006-03-16,0.0,10.451,20.61,27.88,3.148,0.0792
2006-03-17,0.788,10.14,20.48,27.41,3.148,0.0792
2006-03-18,1.118,11.223,19.39,27.71,3.148,0.0792
